Pixel_X,Pixel_Y,Latitude,Longitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,Red_NIR_Ratio,SWIR_Ratio,Visible_SWIR_Ratio,Red_SWIR_Index,Mn_Score,Mn_Class
3,6,22.0106,80.2103,0.131531,0.156115,0.341669,0.044326,0.394823,0.44847,0.177912,0.451987,0.167884,0.297258,0.053763,0.485668,0.250457,0.098068,1.939126,0.52436,-0.832732,7.84174,LOW
4,6,22.0106,80.2104,0.051779,0.276055,0.324244,0.167824,0.209459,0.120143,0.125207,0.508902,0.14981,0.192755,0.026651,0.106379,0.020758,0.329777,5.12478,3.870365,0.224085,37.650305,MEDIUM
5,6,22.0106,80.2105,0.025732,0.270921,0.126789,0.04145,0.390677,0.258684,0.298924,0.452236,0.033264,0.07554,0.029468,0.466747,0.058521,0.091655,7.975694,0.32029,-0.836876,35.48604,MEDIUM
6,6,22.0106,80.2106,0.133771,0.156838,0.213636,0.238856,0.08103,0.204331,0.253483,0.269688,0.448253,0.136837,0.166005,0.496257,0.200095,0.885673,2.480102,0.649803,-0.350152,15.977957,LOW
7,6,22.0106,80.2107,0.037562,0.050667,0.229181,0.225703,0.232335,0.369522,0.349193,0.456448,0.171483,0.260044,0.132178,0.038721,0.020659,0.494477,1.874308,7.660546,0.707128,36.538421,MEDIUM
8,6,22.0106,80.2108,0.047074,0.122105,0.078234,0.096429,0.201774,0.318781,0.085763,0.194865,0.363888,0.084073,0.091077,0.243267,0.404107,0.494849,0.601986,0.269802,-0.432264,3.885677,LOW
9,6,22.0106,80.2109,0.074013,0.228826,0.274078,0.227889,0.20778,0.228686,0.377014,0.469059,0.459907,0.067639,0.052616,0.411808,0.498912,0.485842,0.825412,0.551177,-0.28751,6.224842,LOW
10,6,22.0106,80.211,0.248158,0.176916,0.222244,0.07771,0.029827,0.327156,0.099013,0.266543,0.241285,0.210575,0.191351,0.13718,0.468588,0.291546,0.292752,0.495163,-0.276749,2.672144,LOW
11,6,22.0106,80.2111,0.057313,0.072432,0.125947,0.062156,0.393186,0.223106,0.058331,0.286853,0.065651,0.089096,0.011083,0.109739,0.398685,0.216684,0.275254,0.369974,-0.276812,1.846934,LOW
12,6,22.0106,80.2112,0.04533,0.261124,0.26378,0.138467,0.068766,0.421376,0.272493,0.110118,0.476691,0.027834,0.197021,0.240957,0.426953,1.257448,0.564364,0.602247,-0.27012,8.834725,LOW
13,6,22.0106,80.2113,0.230662,0.200856,0.169164,0.079706,0.062125,0.215205,0.291565,0.141779,0.457556,0.051714,0.118844,0.124033,0.026955,0.562182,4.60152,1.648283,-0.217569,27.95271,LOW
14,6,22.0106,80.2114,0.163076,0.055972,0.062713,0.17371,0.322528,0.167884,0.224689,0.351393,0.082069,0.290492,0.10676,0.486205,0.176489,0.494346,2.754871,0.35676,-0.473539,14.128335,LOW
15,6,22.0106,80.2115,0.190177,0.24963,0.158755,0.207085,0.338856,0.232074,0.077257,0.335024,0.204069,0.123274,0.105596,0.227945,0.239775,0.618119,0.950663,0.782176,-0.047953,8.905269,LOW
16,6,22.0106,80.2116,0.101589,0.164098,0.058647,0.172854,0.169778,0.206653,0.208138,0.263263,0.416549,0.112748,0.119561,0.098091,0.244307,0.656584,0.401507,0.676119,0.275936,7.19035,LOW
17,6,22.0106,80.2117,0.234781,0.120112,0.155185,0.197826,0.243949,0.227004,0.385735,0.42965,0.103841,0.185596,0.116898,0.402474,0.045894,0.460435,8.769578,0.787324,-0.34091,43.954167,MEDIUM
18,6,22.0106,80.2118,0.244503,0.166626,0.103006,0.299762,0.323328,0.332058,0.037346,0.547969,0.263762,0.192385,0.187288,0.476417,0.424108,0.547042,1.123338,0.447259,-0.227595,7.772338,LOW
19,6,22.0106,80.2119,0.148445,0.17126,0.043831,0.3463,0.373537,0.210104,0.121944,0.365113,0.30029,0.299357,0.120275,0.434931,0.394825,0.948474,1.101578,0.470176,-0.11345,9.982657,LOW
20,6,22.0106,80.212,0.246973,0.293855,0.067433,0.044215,0.076873,0.235946,0.149749,0.150792,0.178781,0.109223,0.105325,0.162005,0.135737,0.293215,1.193523,0.374981,-0.57119,5.609675,LOW
21,6,22.0106,80.2121,0.136333,0.211682,0.053724,0.222155,0.291746,0.050909,0.050981,0.324572,0.422821,0.188724,0.067746,0.364584,0.158148,0.684456,2.305328,0.527764,-0.242747,14.167894,LOW
22,6,22.0106,80.2122,0.12114,0.096627,0.266161,0.027088,0.207355,0.347362,0.316227,0.175149,0.298371,0.104844,0.061603,0.207968,0.173266,0.154656,1.20028,0.769207,-0.769521,5.60402,LOW
23,6,22.0106,80.2123,0.20065,0.136773,0.307482,0.192025,0.371408,0.434738,0.237455,0.441023,0.429851,0.296913,0.044631,0.399953,0.080642,0.435408,4.95963,1.039353,-0.351242,26.715181,LOW
24,6,22.0106,80.2124,0.168177,0.051328,0.105101,0.152598,0.220836,0.321509,0.254877,0.121145,0.360472,0.176071,0.065359,0.159799,0.036957,1.25963,4.32393,1.309738,-0.023051,29.472285,LOW
25,6,22.0106,80.2125,0.066122,0.119384,0.156667,0.022838,0.045832,0.39438,0.228149,0.287467,0.226902,0.102987,0.168953,0.280363,0.263673,0.079446,1.063299,0.329951,-0.849354,2.98451,LOW
26,6,22.0106,80.2126,0.138436,0.246064,0.316829,0.328134,0.388591,0.158172,0.259178,0.295071,0.104478,0.297706,0.018936,0.137983,0.069469,1.112054,1.986265,3.108973,0.407946,24.787338,LOW
27,6,22.0106,80.2127,0.023786,0.133195,0.131859,0.149234,0.378784,0.412095,0.286007,0.305233,0.336772,0.214011,0.164013,0.067709,0.338289,0.48892,0.200151,0.692351,0.375791,5.821925,LOW
28,6,22.0106,80.2128,0.221402,0.246693,0.225774,0.18789,0.057577,0.057865,0.042184,0.411441,0.198746,0.199342,0.05881,0.197772,0.032778,0.456662,6.033765,1.794252,-0.025624,35.235254,MEDIUM
29,6,22.0106,80.2129,0.144763,0.108174,0.257803,0.272079,0.091302,0.445207,0.304403,0.141591,0.255527,0.175544,0.060698,0.037653,0.174598,1.921578,0.215654,2.496484,0.756868,19.453075,LOW
30,6,22.0106,80.213,0.030623,0.194442,0.21757,0.214717,0.054883,0.406502,0.393128,0.349526,0.08975,0.25055,0.075801,0.483232,0.172027,0.614309,2.809053,0.65972,-0.38472,16.171062,LOW
31,6,22.0106,80.2131,0.235685,0.040587,0.346276,0.304388,0.205187,0.448584,0.102136,0.211426,0.396974,0.287009,0.154087,0.352465,0.026649,1.439695,13.226028,1.716274,-0.073193,73.203928,HIGH
32,6,22.0106,80.2132,0.24987,0.057411,0.040652,0.041259,0.066816,0.173147,0.111381,0.449525,0.418134,0.19954,0.16868,0.064737,0.180405,0.091784,0.358842,0.334141,-0.221493,1.714044,LOW
33,6,22.0106,80.2133,0.18958,0.134465,0.055492,0.029391,0.344276,0.035527,0.053048,0.364458,0.488796,0.298145,0.131771,0.447957,0.298237,0.080643,1.502017,0.113754,-0.876858,4.28639,LOW
34,6,22.0106,80.2134,0.119204,0.276695,0.345569,0.080757,0.158015,0.353926,0.074962,0.537063,0.315679,0.288516,0.175364,0.443701,0.325262,0.150368,1.364133,0.554417,-0.692036,5.923233,LOW
35,6,22.0106,80.2135,0.156026,0.219357,0.206678,0.227121,0.270366,0.07709,0.115575,0.172097,0.133995,0.067199,0.139562,0.076754,0.348704,1.319729,0.220111,1.019607,0.494834,11.210169,LOW
36,6,22.0106,80.2136,0.022353,0.0817,0.142838,0.224506,0.237426,0.341843,0.170678,0.054853,0.456888,0.23387,0.182076,0.41823,0.309973,4.092864,1.349247,0.504453,-0.301406,25.418666,LOW
37,6,22.0106,80.2137,0.044943,0.103308,0.330762,0.080344,0.379096,0.181917,0.174458,0.365429,0.036195,0.273609,0.184858,0.065331,0.318705,0.219861,0.204989,1.070488,0.103057,4.911829,LOW
38,6,22.0106,80.2138,0.09613,0.032559,0.320246,0.038254,0.342153,0.083978,0.058169,0.156081,0.225152,0.052499,0.186468,0.384866,0.443671,0.24509,0.867459,0.43269,-0.819182,3.258599,LOW
39,6,22.0106,80.2139,0.114592,0.199592,0.31129,0.197209,0.316334,0.155815,0.360318,0.164606,0.211284,0.073885,0.113088,0.062921,0.354387,1.198069,0.17755,1.218524,0.516232,11.128786,LOW
0,7,22.0107,80.21,0.193868,0.285225,0.02946,0.317861,0.025735,0.061808,0.200153,0.513534,0.291872,0.067829,0.060635,0.055483,0.0739,0.618967,0.750787,2.684436,0.702778,16.270543,LOW
1,7,22.0107,80.2101,0.059268,0.199832,0.154569,0.081024,0.177081,0.23315,0.279464,0.10805,0.191825,0.168774,0.109407,0.316981,0.371205,0.749872,0.853926,0.342338,-0.592851,5.989085,LOW
2,7,22.0107,80.2102,0.046704,0.231527,0.294684,0.1613,0.271794,0.140195,0.19481,0.325564,0.243342,0.042646,0.185215,0.347494,0.437284,0.495449,0.794664,0.581036,-0.36595,5.973668,LOW
3,7,22.0107,80.2103,0.180417,0.126336,0.159257,0.29586,0.186593,0.129878,0.198884,0.120164,0.346832,0.071837,0.052381,0.240803,0.156946,2.462142,1.534304,1.144233,0.102592,21.900272,LOW
4,7,22.0107,80.2104,0.224247,0.238417,0.248034,0.289185,0.060297,0.021743,0.079582,0.322793,0.28346,0.093795,0.129517,0.153916,0.215521,0.895885,0.71416,1.454156,0.305277,12.305989,LOW
5,7,22.0107,80.2105,0.222323,0.157106,0.29148,0.223706,0.095098,0.347518,0.212878,0.066214,0.036408,0.229839,0.094206,0.166391,0.192141,3.378532,0.865985,1.436934,0.146925,24.118639,LOW
6,7,22.0107,80.2106,0.190641,0.218873,0.243079,0.266501,0.268307,0.36103,0.216149,0.466587,0.104227,0.079799,0.060354,0.469737,0.390663,0.571171,1.202409,0.59226,-0.276046,8.558623,LOW
7,7,22.0107,80.2107,0.24622,0.09243,0.112696,0.16264,0.027829,0.257438,0.152,0.412038,0.042538,0.279416,0.052381,0.267906,0.148748,0.394722,1.801073,0.660827,-0.244493,10.853008,LOW
8,7,22.0107,80.2108,0.140081,0.217322,0.257039,0.267345,0.216583,0.269539,0.262186,0.312342,0.480311,0.049893,0.161998,0.3938,0.207115,0.855936,1.901354,0.872642,-0.191267,14.31685,LOW
9,7,22.0107,80.2109,0.198128,0.085444,0.331025,0.062859,0.170076,0.342209,0.048098,0.368612,0.16893,0.19802,0.134277,0.468395,0.022777,0.170528,20.564199,0.801926,-0.763358,96.662566,HIGH
10,7,22.0107,80.211,0.115951,0.114022,0.160977,0.057982,0.059956,0.436419,0.329012,0.524723,0.43838,0.155475,0.06368,0.163338,0.040989,0.1105,3.984905,1.071606,-0.476037,20.327344,LOW
11,7,22.0107,80.2111,0.101249,0.099645,0.12206,0.203335,0.318972,0.377859,0.073673,0.039421,0.283937,0.060598,0.147588,0.049908,0.275556,5.158013,0.181116,0.999788,0.605852,29.323086,LOW
12,7,22.0107,80.2112,0.229489,0.142618,0.231856,0.287054,0.267408,0.257763,0.226104,0.31477,0.29357,0.112874,0.180457,0.260564,0.020398,0.911947,12.773736,1.846901,0.048372,69.394148,HIGH
13,7,22.0107,80.2113,0.119063,0.080331,0.100287,0.320062,0.36642,0.42621,0.145204,0.12408,0.12006,0.214827,0.059331,0.020615,0.347423,2.57947,0.059337,1.142134,0.878976,17.951895,LOW
14,7,22.0107,80.2114,0.191688,0.189157,0.130671,0.171854,0.291185,0.304891,0.22148,0.09961,0.070246,0.181091,0.147484,0.342195,0.489504,1.725271,0.699066,0.363744,-0.331371,10.724286,LOW
15,7,22.0107,80.2115,0.134315,0.200774,0.143119,0.199485,0.342774,0.175492,0.069736,0.379188,0.270262,0.092909,0.176659,0.192655,0.094594,0.526084,2.036652,1.192705,0.017416,15.05798,LOW
16,7,22.0107,80.2116,0.045809,0.083767,0.296557,0.347002,0.306508,0.324423,0.331013,0.132634,0.137388,0.158442,0.073708,0.078717,0.072998,2.616236,1.078345,4.241875,0.630191,31.824438,MEDIUM
17,7,22.0107,80.2117,0.049181,0.236081,0.265913,0.317714,0.134578,0.319654,0.070456,0.060214,0.486918,0.059628,0.021822,0.0599,0.103531,5.276415,0.578567,3.571095,0.682746,40.027855,MEDIUM
18,7,22.0107,80.2118,0.137328,0.205949,0.302777,0.18426,0.255801,0.432807,0.322481,0.474851,0.382392,0.063194,0.113872,0.480561,0.373557,0.388037,1.286444,0.570222,-0.445686,7.494001,LOW
19,7,22.0107,80.2119,0.182766,0.288306,0.021131,0.122861,0.31008,0.243334,0.184105,0.195904,0.077276,0.10808,0.083499,0.438544,0.307258,0.627149,1.42728,0.19307,-0.562308,7.732213,LOW
20,7,22.0107,80.212,0.190771,0.26237,0.079956,0.10708,0.274776,0.217934,0.089109,0.232434,0.186538,0.091889,0.188056,0.044007,0.17247,0.460691,0.255159,0.864001,0.417461,6.614902,LOW
21,7,22.0107,80.2121,0.09721,0.285064,0.321358,0.133967,0.069087,0.02725,0.024461,0.522558,0.361699,0.115036,0.016707,0.082797,0.152395,0.256367,0.543303,1.935972,0.236063,9.794138,LOW
22,7,22.0107,80.2122,0.022118,0.278133,0.217267,0.037825,0.294501,0.253804,0.181676,0.457366,0.352884,0.229925,0.058172,0.137342,0.19843,0.082702,0.692143,0.759721,-0.568125,3.482368,LOW
23,7,22.0107,80.2123,0.142672,0.273713,0.332339,0.066515,0.393837,0.137768,0.328987,0.153956,0.31961,0.02545,0.056607,0.186362,0.135011,0.432041,1.380342,1.241095,-0.473932,10.151372,LOW
24,7,22.0107,80.2124,0.0636,0.295444,0.148166,0.186976,0.201785,0.355768,0.219903,0.344002,0.475679,0.202057,0.045222,0.49953,0.02893,0.543531,17.266801,0.634185,-0.455283,83.379257,HIGH
25,7,22.0107,80.2125,0.093628,0.287511,0.086968,0.163707,0.284993,0.409246,0.159114,0.339534,0.056631,0.049369,0.188165,0.140649,0.030419,0.482152,4.623728,1.465356,0.07576,28.02675,LOW
26,7,22.0107,80.2126,0.150283,0.119834,0.232637,0.117631,0.092238,0.402096,0.34854,0.50594,0.443938,0.296427,0.146192,0.027452,0.359677,0.2325,0.076323,0.904785,0.621572,5.471073,LOW
27,7,22.0107,80.2127,0.110122,0.057093,0.088245,0.179864,0.125391,0.058478,0.093834,0.442913,0.305409,0.047246,0.148239,0.146298,0.032279,0.406093,4.532356,1.501361,0.10291,27.438666,LOW
28,7,22.0107,80.2128,0.12557,0.280463,0.112931,0.123637,0.333279,0.287263,0.408424,0.274959,0.413575,0.182917,0.101721,0.441989,0.387672,0.449655,1.140109,0.285138,-0.562832,5.838206,LOW
29,7,22.0107,80.2129,0.031606,0.107567,0.15568,0.340947,0.129169,0.30492,0.058087,0.509749,0.067674,0.232953,0.164018,0.31333,0.385709,0.668853,0.81235,0.710442,0.042209,8.55196,LOW
30,7,22.0107,80.213,0.062094,0.262334,0.269356,0.055927,0.194095,0.132928,0.325243,0.257718,0.084168,0.039273,0.116264,0.342983,0.102986,0.217011,3.330391,0.729386,-0.719599,15.923449,LOW
31,7,22.0107,80.2131,0.213636,0.298756,0.199075,0.11195,0.069543,0.242762,0.284921,0.202371,0.410883,0.113602,0.095344,0.343536,0.28797,0.55319,1.192957,0.492512,-0.508439,7.390879,LOW
32,7,22.0107,80.2132,0.137733,0.193934,0.206748,0.298467,0.241607,0.276259,0.149335,0.256553,0.363016,0.172473,0.190217,0.154237,0.394171,1.163373,0.391296,0.921238,0.318595,10.420709,LOW
33,7,22.0107,80.2133,0.223577,0.100218,0.180628,0.156049,0.220457,0.13409,0.330121,0.142762,0.168141,0.254179,0.04981,0.382075,0.042647,1.093072,8.95904,0.7927,-0.420025,47.581082,MEDIUM
34,7,22.0107,80.2134,0.217179,0.205927,0.333434,0.101033,0.256152,0.2015,0.25547,0.286082,0.222564,0.141355,0.169402,0.122281,0.491051,0.35316,0.249018,0.708371,-0.095147,3.9911,LOW
35,7,22.0107,80.2135,0.064429,0.256585,0.349027,0.29266,0.141087,0.382705,0.369255,0.374551,0.393079,0.086359,0.107477,0.395543,0.233808,0.781362,1.691744,1.019603,-0.149495,13.573763,LOW
36,7,22.0107,80.2136,0.111907,0.067671,0.1853,0.313985,0.206134,0.104876,0.216333,0.087759,0.381793,0.218659,0.014745,0.268185,0.319818,3.577811,0.838555,0.849118,0.07867,22.872671,LOW
37,7,22.0107,80.2137,0.140929,0.265578,0.197956,0.058984,0.06307,0.449357,0.252878,0.547504,0.37542,0.027901,0.032854,0.129816,0.252336,0.107732,0.514459,0.672349,-0.375174,3.096333,LOW
38,7,22.0107,80.2138,0.042428,0.221249,0.022487,0.327159,0.351916,0.296038,0.290227,0.039153,0.481382,0.221521,0.041891,0.253272,0.279628,8.355965,0.905746,0.656119,0.127296,45.157131,MEDIUM
39,7,22.0107,80.2139,0.039632,0.278495,0.271841,0.145065,0.188671,0.449141,0.049204,0.14463,0.43806,0.06379,0.082282,0.306992,0.098657,1.003004,3.111719,1.027751,-0.3582,20.649423,LOW
0,8,22.0108,80.21,0.213542,0.116835,0.251048,0.290814,0.072632,0.256862,0.071995,0.050583,0.310195,0.154465,0.131501,0.174882,0.463261,5.749295,0.377502,0.849123,0.248943,31.431293,MEDIUM
1,8,22.0108,80.2101,0.210144,0.274902,0.045344,0.295688,0.25407,0.351055,0.077949,0.548449,0.416703,0.127247,0.051474,0.347131,0.078708,0.539135,4.410349,0.800847,-0.080027,24.726798,LOW
2,8,22.0108,80.2102,0.108157,0.071568,0.062958,0.120678,0.313892,0.37828,0.3073,0.422231,0.384933,0.111205,0.066778,0.111305,0.421153,0.28581,0.264287,0.344883,0.0404,3.033668,LOW
3,8,22.0108,80.2103,0.182514,0.223325,0.03884,0.18342,0.219637,0.14894,0.381613,0.124215,0.30235,0.181364,0.06907,0.409687,0.085677,1.476638,4.781787,0.448681,-0.381494,28.824107,LOW
4,8,22.0108,80.2104,0.139125,0.28066,0.161891,0.134842,0.324082,0.411853,0.144702,0.285459,0.11369,0.153125,0.160183,0.147206,0.488476,0.472371,0.301358,0.466796,-0.043835,4.20089,LOW
5,8,22.0108,80.2105,0.19196,0.17463,0.207332,0.181554,0.065028,0.06907,0.329057,0.333653,0.331289,0.26122,0.106146,0.338408,0.185465,0.544141,1.824642,0.74233,-0.301663,11.740844,LOW
6,8,22.0108,80.2106,0.092493,0.062168,0.04609,0.10613,0.378365,0.347955,0.126605,0.505048,0.321249,0.208017,0.066682,0.276269,0.239896,0.210139,1.15162,0.294906,-0.444925,5.167721,LOW
7,8,22.0108,80.2107,0.129028,0.289211,0.33354,0.117238,0.07,0.235814,0.260349,0.12564,0.115642,0.143246,0.135845,0.466964,0.385247,0.933125,1.212114,0.528951,-0.598639,9.095386,LOW
8,8,22.0108,80.2108,0.22538,0.184427,0.037473,0.040252,0.203048,0.425814,0.355944,0.31817,0.400902,0.038793,0.095167,0.435329,0.453677,0.126512,0.959557,0.087429,-0.830724,2.018179,LOW
9,8,22.0108,80.2109,0.207828,0.097099,0.071396,0.058933,0.290813,0.245707,0.295257,0.302511,0.400748,0.026475,0.176356,0.412082,0.122128,0.194814,3.374192,0.243966,-0.74976,14.411962,LOW
10,8,22.0108,80.211,0.091292,0.277499,0.280336,0.285021,0.23324,0.338027,0.373536,0.224431,0.419246,0.049256,0.174609,0.190009,0.243564,1.269972,0.780119,1.303946,0.200012,13.571655,LOW
11,8,22.0108,80.2111,0.222807,0.251424,0.23587,0.167394,0.172303,0.177031,0.04564,0.31471,0.308341,0.256034,0.165824,0.102879,0.217016,0.5319,0.474063,1.260612,0.238702,8.657705,LOW
12,8,22.0108,80.2112,0.111705,0.282738,0.300271,0.109508,0.358211,0.168019,0.20465,0.509428,0.478135,0.095453,0.087717,0.457891,0.022701,0.214964,20.170636,0.852656,-0.613999,95.650259,HIGH
13,8,22.0108,80.2113,0.176947,0.201188,0.319452,0.04655,0.068658,0.323678,0.397152,0.393657,0.117032,0.171661,0.162315,0.183668,0.132876,0.11825,1.38225,1.156242,-0.595603,8.041854,LOW
14,8,22.0108,80.2114,0.183647,0.081264,0.344523,0.201319,0.304604,0.11908,0.152081,0.304561,0.462591,0.164098,0.095838,0.401031,0.366752,0.661012,1.093465,0.710933,-0.331555,8.666573,LOW
15,8,22.0108,80.2115,0.112388,0.187521,0.220684,0.247225,0.086302,0.14604,0.388164,0.133457,0.129151,0.126789,0.182372,0.278604,0.271401,1.852467,1.026541,0.850736,-0.059675,15.231117,LOW
16,8,22.0108,80.2116,0.210232,0.162263,0.209574,0.112301,0.060011,0.252441,0.127066,0.144222,0.201106,0.176699,0.166528,0.352019,0.326765,0.778667,1.077285,0.474193,-0.516278,7.824296,LOW
17,8,22.0108,80.2117,0.127031,0.162146,0.024934,0.140787,0.083178,0.351968,0.248913,0.331485,0.071236,0.250791,0.155763,0.348693,0.071837,0.424716,4.853951,0.394078,-0.424748,23.920606,LOW
18,8,22.0108,80.2118,0.240958,0.024018,0.176305,0.216799,0.281712,0.294167,0.26616,0.291356,0.174767,0.195174,0.127563,0.188734,0.127656,0.744105,1.47846,1.24247,0.069206,13.779463,LOW
19,8,22.0108,80.2119,0.235441,0.09204,0.112832,0.232335,0.038158,0.104496,0.204891,0.48637,0.050634,0.206394,0.014089,0.460322,0.246414,0.477691,1.868086,0.488395,-0.32915,10.752542,LOW
20,8,22.0108,80.212,0.227061,0.095415,0.040411,0.067635,0.242404,0.411513,0.293775,0.369701,0.285947,0.286465,0.035239,0.255665,0.163835,0.182946,1.560501,0.257561,-0.581594,6.41438,LOW
21,8,22.0108,80.2121,0.228921,0.044653,0.224662,0.171412,0.270076,0.210175,0.033729,0.187805,0.241112,0.18475,0.191202,0.251987,0.337821,0.912712,0.745918,0.671532,-0.190304,8.535441,LOW
22,8,22.0108,80.2122,0.053821,0.12604,0.034946,0.193061,0.240514,0.081092,0.103758,0.452365,0.30824,0.105744,0.175609,0.478957,0.377369,0.426782,1.269201,0.266262,-0.425429,6.707405,LOW
23,8,22.0108,80.2123,0.169117,0.145656,0.2279,0.153905,0.132373,0.339013,0.33048,0.21105,0.390363,0.023627,0.043674,0.448658,0.056356,0.729238,7.961122,0.756029,-0.489165,40.860248,MEDIUM
24,8,22.0108,80.2124,0.190456,0.212079,0.337815,0.259121,0.08537,0.348355,0.098363,0.27217,0.110209,0.096013,0.151326,0.239261,0.285833,0.952057,0.837067,1.136819,0.039849,11.323263,LOW
25,8,22.0108,80.2125,0.141615,0.165502,0.157551,0.224367,0.168696,0.039482,0.220967,0.129831,0.457596,0.176162,0.130718,0.176702,0.394243,1.728141,0.448206,0.668923,0.118845,11.923682,LOW
26,8,22.0108,80.2126,0.141721,0.147056,0.236346,0.196948,0.392731,0.362637,0.283278,0.22811,0.149053,0.267258,0.098635,0.27363,0.32217,0.863394,0.849336,0.727248,-0.162952,9.049148,LOW
27,8,22.0108,80.2127,0.066329,0.060938,0.023091,0.205197,0.118333,0.212308,0.405197,0.06873,0.290504,0.044396,0.013235,0.138063,0.145501,2.985557,0.948877,0.805067,0.195579,20.839183,LOW
28,8,22.0108,80.2128,0.056981,0.086092,0.137371,0.31851,0.251223,0.155365,0.296502,0.53132,0.481192,0.061922,0.046043,0.469722,0.117042,0.599469,4.013284,0.77694,-0.191837,22.722184,LOW
29,8,22.0108,80.2129,0.200121,0.109681,0.056427,0.101641,0.079878,0.300219,0.206981,0.196245,0.158911,0.132005,0.1927,0.458975,0.338156,0.517929,1.357289,0.198297,-0.637395,6.672748,LOW
30,8,22.0108,80.213,0.054409,0.061579,0.103805,0.293309,0.058657,0.235893,0.41939,0.228882,0.431193,0.105126,0.156252,0.347178,0.222938,1.281488,1.557287,0.696551,-0.084106,14.483576,LOW
31,8,22.0108,80.2131,0.187485,0.092014,0.028191,0.170204,0.196164,0.321318,0.161492,0.304169,0.484637,0.119197,0.024465,0.246902,0.421088,0.559569,0.586342,0.297003,-0.183882,4.978048,LOW
32,8,22.0108,80.2132,0.037726,0.133175,0.182269,0.128919,0.253657,0.436264,0.418876,0.144732,0.396993,0.142607,0.071652,0.414096,0.422364,0.890745,0.980424,0.37203,-0.525172,7.548282,LOW
33,8,22.0108,80.2133,0.114818,0.084575,0.276508,0.265629,0.128098,0.097725,0.131891,0.280131,0.466587,0.208267,0.077072,0.244669,0.138909,0.94823,1.761356,1.413368,0.041074,16.511344,LOW
34,8,22.0108,80.2134,0.025523,0.091447,0.261454,0.300876,0.369465,0.134251,0.216412,0.548376,0.49121,0.077346,0.14173,0.406773,0.106409,0.548667,3.822749,1.095772,-0.149647,22.719111,LOW
35,8,22.0108,80.2135,0.171886,0.23943,0.344711,0.216808,0.369473,0.340616,0.262825,0.323276,0.127541,0.226089,0.112049,0.403121,0.072953,0.670658,5.52578,1.179479,-0.30054,31.072591,MEDIUM
36,8,22.0108,80.2136,0.087371,0.121559,0.317521,0.326276,0.053656,0.333364,0.353948,0.269393,0.420208,0.171052,0.161138,0.101402,0.133744,1.211155,0.758178,2.737871,0.525804,18.697525,LOW
37,8,22.0108,80.2137,0.127571,0.127073,0.253277,0.102081,0.329278,0.074354,0.321175,0.075977,0.05836,0.036754,0.168633,0.120699,0.446136,1.343589,0.270542,0.626918,-0.083568,8.520968,LOW
38,8,22.0108,80.2138,0.085883,0.238992,0.270875,0.041658,0.077422,0.154462,0.074427,0.12546,0.145503,0.269521,0.181209,0.435402,0.381333,0.332044,1.141788,0.382662,-0.825355,4.778054,LOW
39,8,22.0108,80.2139,0.138628,0.235107,0.212288,0.211579,0.161455,0.27103,0.062433,0.068581,0.071037,0.125945,0.040345,0.079293,0.241083,3.085094,0.328903,1.323029,0.454791,20.828295,LOW
0,9,22.0109,80.21,0.171259,0.220588,0.025855,0.171264,0.296192,0.411403,0.304078,0.180109,0.404967,0.229716,0.199929,0.09249,0.023055,0.950889,4.011761,1.705988,0.298662,28.804708,LOW
1,9,22.0109,80.2101,0.05839,0.182758,0.272488,0.043307,0.170694,0.358928,0.026155,0.239051,0.141198,0.206691,0.194142,0.235951,0.408753,0.18116,0.577246,0.489829,-0.689845,2.180173,LOW
2,9,22.0109,80.2102,0.198721,0.037718,0.222665,0.296761,0.302007,0.437296,0.073394,0.397603,0.21047,0.097754,0.06593,0.236437,0.303207,0.746374,0.779786,0.962534,0.113136,9.773403,LOW
3,9,22.0109,80.2103,0.199979,0.260806,0.327979,0.308649,0.247988,0.216998,0.164406,0.488207,0.032979,0.21342,0.10079,0.050591,0.353117,0.63221,0.143269,1.576954,0.718346,10.066227,LOW
4,9,22.0109,80.2104,0.236698,0.195542,0.081502,0.181462,0.356517,0.364304,0.369214,0.27327,0.331828,0.038583,0.07034,0.381471,0.321223,0.664042,1.187555,0.374224,-0.355296,7.994722,LOW
5,9,22.0109,80.2105,0.10756,0.283294,0.327528,0.125354,0.062871,0.408954,0.13939,0.276919,0.310449,0.080525,0.102847,0.085899,0.052342,0.452674,1.641094,3.276032,0.186768,19.904335,LOW
6,9,22.0109,80.2106,0.22082,0.070706,0.073667,0.043111,0.370039,0.20705,0.188368,0.118176,0.359932,0.272885,0.07672,0.281093,0.312294,0.364799,0.900092,0.196798,-0.734053,3.501819,LOW
7,9,22.0109,80.2107,0.041548,0.052748,0.04122,0.305203,0.332648,0.418693,0.289316,0.519911,0.368872,0.048072,0.136712,0.145816,0.167374,0.58703,0.871197,1.106113,0.353394,10.655365,LOW
8,9,22.0109,80.2108,0.248598,0.272596,0.228835,0.333163,0.27707,0.183118,0.396413,0.216868,0.060319,0.218383,0.017426,0.377094,0.455031,1.536247,0.828722,0.675377,-0.061852,12.26369,LOW
9,9,22.0109,80.2109,0.068808,0.10829,0.126976,0.244864,0.307978,0.212465,0.380377,0.150901,0.279875,0.258842,0.091833,0.227444,0.444578,1.622683,0.511594,0.553314,0.036883,11.108223,LOW
